x1,y1,x2,y2,index1,index2
682,241,0,360,190,99
0,360,699,360,99,1
699,360,24,221,1,112
24,221,458,682,112,40
458,682,181,43,40,134
181,43,499,666,134,36
499,666,546,60,36,169
546,60,546,639,169,31
546,639,489,28,31,163
489,28,162,645,163,68
162,645,447,13,68,159
447,13,24,478,159,88
24,478,693,284,88,194
693,284,1,317,194,103
1,317,691,273,103,193
691,273,0,328,193,102
0,328,693,284,102,194
693,284,10,437,194,92
10,437,651,528,92,17
651,528,13,447,17,91
13,447,698,317,91,197
698,317,8,426,197,93
8,426,645,537,93,18
645,537,13,447,18,91
13,447,639,546,91,19
639,546,144,633,19,70
144,633,200,33,70,136
200,33,382,698,136,47
382,698,221,24,47,138
221,24,295,695,138,55
295,695,589,94,55,174
589,94,73,135,174,121
73,135,597,102,121,175
597,102,66,144,175,120
66,144,679,231,120,189
679,231,54,162,189,118
54,162,605,110,118,176
605,110,60,546,176,81
60,546,605,589,81,24
605,589,43,518,24,84
43,518,426,8,84,157
426,8,200,666,157,64
200,666,382,1,64,153
382,1,339,699,153,51
339,699,221,24,51,138
221,24,349,700,138,50
349,700,231,20,50,139
231,20,284,693,139,56
284,693,671,489,56,13
671,489,54,537,13,82
54,537,682,458,82,10
682,458,4,295,10,105
4,295,697,306,105,196
697,306,8,426,196,93
8,426,699,339,93,199
699,339,2,393,199,96
2,393,645,537,96,18
645,537,518,43,18,166
518,43,633,555,166,20
633,555,102,597,20,75
102,597,682,458,75,10
682,458,8,273,10,107
8,273,626,135,107,179
626,135,102,102,179,125
102,102,679,231,125,189
679,231,54,162,189,118
54,162,675,478,118,12
675,478,43,181,12,116
43,181,605,110,116,176
605,110,518,656,176,34
518,656,415,6,34,156
415,6,328,699,156,52
328,699,458,17,52,160
458,17,478,675,160,38
478,675,555,66,38,170
555,66,66,144,170,120
66,144,573,80,120,172
573,80,231,679,172,61
231,679,581,87,61,173
581,87,4,295,173,105
4,295,695,295,105,195
695,295,2,306,195,104
2,306,589,94,104,174
589,94,273,691,174,57
273,691,573,80,57,172
573,80,328,699,172,52
328,699,468,20,52,161
468,20,478,675,161,38
478,675,317,1,38,147
317,1,181,656,147,66
181,656,126,80,66,128
126,80,349,700,128,50
349,700,695,404,50,5
695,404,0,328,5,102
0,328,639,546,102,19
639,546,20,468,19,89
20,468,697,306,89,196
697,306,10,437,196,92
10,437,10,262,92,108
10,262,645,162,108,182
645,162,4,295,182,105
4,295,693,415,105,6
693,415,360,699,6,49
360,699,339,0,49,149
339,0,126,619,149,72
126,619,633,555,72,20
633,555,13,447,20,91
13,447,693,284,91,194
693,284,1,317,194,103
1,317,693,415,103,6
693,415,393,697,6,46
393,697,528,48,46,167
528,48,619,573,167,22
619,573,80,126,22,122
80,126,589,94,122,174
589,94,102,597,174,75
102,597,546,60,75,169
546,60,573,619,169,28
573,619,66,555,28,80
66,555,581,612,80,27
581,612,1,382,27,97
1,382,699,360,97,1
699,360,426,691,1,43
426,691,200,33,43,136
200,33,135,626,136,71
135,626,564,73,71,171
564,73,200,666,171,64
200,666,144,66,64,130
144,66,210,671,130,63
210,671,404,4,63,155
404,4,191,661,155,65
191,661,144,66,65,130
144,66,639,153,130,181
639,153,87,118,181,123
87,118,10,262,123,108
10,262,651,171,108,183
651,171,94,110,183,124
94,110,626,135,124,179
626,135,518,656,179,34
518,656,612,118,34,177
612,118,60,153,177,119
60,153,671,210,119,187
671,210,489,671,187,37
489,671,162,54,37,132
162,54,633,144,132,180
633,144,17,241,180,110
17,241,537,645,110,32
537,645,54,537,32,82
54,537,518,656,82,34
518,656,162,54,34,132
162,54,639,153,132,181
639,153,8,273,181,107
8,273,651,171,107,183
651,171,241,17,183,140
241,17,573,619,140,28
573,619,360,0,28,151
360,0,686,252,151,191
686,252,0,339,191,101
0,339,546,639,101,31
546,639,144,66,31,130
144,66,221,675,130,62
221,675,328,0,62,148
328,0,468,679,148,39
468,679,689,262,39,192
689,262,0,360,192,99
0,360,699,371,99,2
699,371,458,17,2,160
458,17,555,633,160,30
555,633,468,20,30,161
468,20,689,437,161,8
689,437,360,699,8,49
360,699,349,0,49,150
349,0,126,619,150,72
126,619,528,48,72,167
528,48,597,597,167,25
597,597,60,546,25,81
60,546,675,478,81,12
675,478,499,33,12,164
499,33,671,489,164,13
671,489,60,546,13,81
60,546,573,619,81,28
573,619,221,24,28,138
221,24,360,699,138,49
360,699,295,4,49,145
295,4,210,671,145,63
210,671,382,1,63,153
382,1,210,28,153,137
210,28,144,633,137,70
144,633,191,38,70,135
191,38,306,697,135,54
306,697,564,73,54,171
564,73,144,633,171,70
144,633,468,20,70,161
468,20,181,656,161,66
181,656,645,537,66,18
645,537,4,404,18,95
4,404,597,597,95,25
597,597,73,564,25,79
73,564,181,43,79,134
181,43,135,626,134,71
135,626,349,0,71,150
349,0,349,700,150,50
349,700,415,6,50,156
415,6,273,691,156,57
273,691,499,33,57,164
499,33,181,656,164,66
181,656,135,73,66,129
135,73,200,666,129,64
200,666,581,87,64,173
581,87,0,349,173,100
0,349,691,273,100,193
691,273,10,437,193,92
10,437,10,262,92,108
10,262,699,328,108,198
699,328,437,689,198,42
437,689,33,200,42,114
33,200,415,6,114,156
415,6,695,295,156,195
695,295,1,317,195,103
1,317,691,426,103,7
691,426,171,651,7,67
171,651,489,28,67,163
489,28,426,691,163,43
426,691,697,306,43,196
697,306,458,682,196,40
458,682,306,2,40,146
306,2,666,200,146,186
666,200,28,489,186,87
28,489,447,13,87,159
447,13,33,499,159,86
33,499,689,262,86,192
689,262,13,447,192,91
13,447,10,262,91,108
10,262,689,437,108,8
689,437,60,546,8,81
60,546,619,126,81,178
619,126,110,94,178,126
110,94,605,589,126,24
605,589,43,518,24,84
43,518,191,38,84,135
191,38,597,597,135,25
597,597,171,48,25,133
171,48,118,612,133,73
118,612,645,537,73,18
645,537,10,437,18,92
10,437,698,317,92,197
698,317,17,458,197,90
17,458,693,284,90,194
693,284,2,306,194,104
2,306,693,415,104,6
693,415,489,28,6,163
489,28,317,1,163,147
317,1,489,671,147,37
489,671,555,66,37,170
555,66,60,153,170,119
60,153,597,102,119,175
597,102,171,651,175,67
171,651,118,87,67,127
118,87,262,10,127,142
262,10,437,10,142,158
437,10,508,661,158,35
508,661,639,153,35,181
639,153,2,306,181,104
2,306,691,426,104,7
691,426,468,20,7,161
468,20,13,447,161,91
13,447,13,252,91,109
13,252,468,679,109,39
468,679,691,273,39,193
691,273,13,447,193,91
13,447,537,54,91,168
537,54,360,699,168,49
360,699,546,60,49,169
546,60,0,371,169,98
0,371,639,546,98,19
639,546,94,589,19,76
94,589,656,518,76,16
656,518,210,671,16,63
210,671,24,221,63,112
24,221,447,686,112,41
447,686,33,200,41,114
33,200,682,458,114,10
682,458,110,605,10,74
110,605,605,110,74,176
605,110,528,651,176,33
528,651,171,48,33,133
171,48,317,698,133,53
317,698,200,33,53,136
200,33,393,697,136,46
393,697,339,0,46,149
339,0,468,679,149,39
468,679,273,8,39,143
273,8,0,371,143,98
0,371,699,371,98,2
699,371,284,693,2,56
284,693,371,0,56,152
371,0,28,210,152,113
28,210,210,671,113,63
210,671,349,0,63,150
349,0,231,679,150,61
231,679,6,284,61,106
6,284,691,426,106,7
691,426,102,597,7,75
102,597,639,546,75,19
639,546,2,393,19,96
2,393,700,350,96,0
700,350,10,262,0,108
10,262,87,118,108,123
87,118,633,144,123,180
633,144,10,262,180,108
10,262,94,110,108,124
94,110,656,181,124,184
656,181,489,671,184,37
489,671,675,221,37,188
675,221,66,144,188,120
66,144,686,252,120,191
686,252,162,54,191,132
162,54,671,489,132,13
671,489,295,695,13,55
295,695,371,0,55,152
371,0,20,231,152,111
20,231,697,393,111,4
697,393,339,699,4,51
339,699,371,0,51,152
371,0,478,675,152,38
478,675,43,518,38,84
43,518,675,478,84,12
675,478,66,555,12,80
66,555,564,626,80,29
564,626,404,4,29,155
404,4,697,306,155,196
697,306,6,415,196,94
6,415,231,20,94,139
231,20,651,171,139,183
651,171,221,24,183,138
221,24,656,181,138,184
656,181,210,28,184,137
210,28,393,2,137,154
393,2,689,262,154,192
689,262,66,144,192,120
66,144,564,73,120,171
564,73,415,693,171,44
415,693,28,489,44,87
28,489,404,695,87,45
404,695,698,382,45,3
698,382,0,360,3,99
0,360,686,252,99,191
686,252,0,371,191,98
0,371,597,597,98,25
597,597,87,118,25,123
87,118,382,698,123,47
382,698,328,0,47,148
328,0,437,689,148,42
437,689,686,252,42,191
686,252,60,153,191,119
60,153,675,221,119,188
675,221,54,162,188,118
54,162,671,489,118,13
671,489,489,28,13,163
489,28,306,2,163,146
306,2,200,666,146,64
200,666,699,339,64,199
699,339,437,689,199,42
437,689,489,28,42,163
489,28,262,10,163,142
262,10,118,87,142,127
118,87,645,162,127,182
645,162,24,221,182,112
24,221,415,6,112,156
415,6,38,508,156,85
38,508,447,13,85,159
447,13,404,695,159,45
404,695,33,499,45,86
33,499,666,200,86,186
666,200,478,675,186,38
478,675,13,252,38,109
13,252,13,447,109,91
13,447,695,295,91,195
695,295,24,478,195,88
24,478,645,537,88,18
645,537,87,581,18,77
87,581,612,118,77,177
612,118,10,437,177,92
10,437,231,20,92,139
231,20,13,447,139,91
13,447,13,252,91,109
13,252,537,645,109,32
537,645,382,1,32,153
382,1,221,675,153,62
221,675,656,518,62,16
656,518,499,33,16,164
499,33,679,468,164,11
679,468,4,295,11,105
4,295,689,437,105,8
689,437,447,13,8,159
447,13,43,181,159,116
43,181,191,661,116,65
191,661,48,171,65,117
48,171,679,231,117,189
679,231,489,671,189,37
489,671,328,0,37,148
328,0,349,700,148,50
349,700,13,447,50,91
13,447,13,252,91,109
13,252,619,126,109,178
619,126,6,284,178,106
6,284,633,555,106,20
633,555,118,612,20,73
118,612,682,458,73,10
682,458,6,284,10,106
6,284,645,162,106,182
645,162,2,306,182,104
2,306,284,6,104,144
284,6,221,675,144,62
