x1,y1,x2,y2,index1,index2
221,675,10,262,62,108
10,262,102,102,108,125
102,102,262,10,125,142
262,10,94,110,142,124
94,110,181,656,124,66
181,656,597,102,66,175
597,102,437,10,175,158
437,10,393,697,158,46
393,697,697,306,46,196
697,306,4,404,196,95
4,404,221,24,95,138
221,24,371,699,138,48
371,699,426,8,48,157
426,8,328,699,157,52
328,699,171,48,52,133
171,48,126,619,133,72
126,619,626,564,72,21
626,564,518,43,21,166
518,43,537,645,166,32
537,645,528,48,32,167
528,48,252,13,167,141
252,13,0,349,141,100
0,349,682,241,100,190
682,241,1,382,190,97
1,382,284,693,97,56
284,693,698,382,56,3
698,382,38,191,3,115
38,191,447,686,115,41
447,686,564,73,41,171
564,73,426,691,171,43
426,691,698,382,43,3
698,382,0,349,3,100
0,349,589,605,100,26
589,605,48,528,26,83
48,528,605,589,83,24
605,589,528,48,24,167
528,48,252,13,167,141
252,13,0,360,141,99
0,360,284,693,99,56
284,693,415,6,56,156
415,6,699,328,156,198
699,328,4,404,198,95
4,404,589,605,95,26
589,605,295,4,26,145
295,4,241,682,145,60
241,682,2,306,60,104
2,306,682,458,104,10
682,458,60,546,10,81
60,546,555,633,81,30
555,633,478,24,30,162
478,24,48,171,162,117
48,171,671,489,117,13
671,489,295,695,13,55
295,695,699,360,55,1
699,360,200,666,1,64
200,666,437,10,64,158
437,10,262,10,158,142
262,10,94,110,142,124
94,110,639,153,124,181
639,153,144,66,181,130
144,66,675,478,130,12
675,478,54,537,12,82
54,537,581,612,82,27
581,612,284,6,27,144
284,6,666,200,144,186
666,200,4,404,186,95
4,404,639,546,95,19
