0,77
77,29
29,76
76,47
47,75
75,27
27,74
74,25
25,67
67,186
186,69
69,188
188,68
68,35
35,138
138,29
29,75
75,50
50,19
19,45
45,149
149,41
41,83
83,55
55,81
81,56
56,18
18,55
55,19
19,44
44,83
83,58
58,150
150,57
57,85
85,60
60,151
151,59
59,18
18,46
46,83
83,42
42,149
149,40
40,148
148,39
39,142
142,36
36,131
131,25
25,128
128,35
35,139
139,30
30,77
77,46
46,21
21,59
59,22
22,53
53,151
151,58
58,20
20,49
49,24
24,74
74,29
29,54
54,84
84,59
59,19
19,54
54,83
83,40
40,82
82,57
57,151
151,61
61,152
152,60
60,17
17,56
56,151
151,63
63,158
158,66
66,161
161,69
69,189
189,116
116,190
190,74
74,187
187,71
71,29
29,111
111,187
187,110
110,31
31,143
143,38
38,144
144,36
36,147
147,38
38,148
148,45
45,179
179,44
44,180
180,49
49,76
76,26
26,135
135,37
37,130
130,29
29,70
70,187
187,113
113,188
188,67
67,21
21,94
94,23
23,129
129,29
29,135
135,34
34,125
125,32
32,118
118,186
186,114
114,32
32,120
120,184
184,108
108,185
185,107
107,24
24,133
133,30
30,56
56,152
152,68
68,157
157,65
65,161
161,119
119,27
27,52
52,84
84,53
53,152
152,63
63,159
159,68
68,189
189,113
113,33
33,117
117,186
186,107
107,187
187,73
73,189
189,72
72,25
25,135
135,33
33,122
122,185
185,120
120,31
31,108
108,182
182,104
104,183
183,67
67,35
35,141
141,38
38,83
83,43
43,82
82,44
44,81
81,13
13,79
79,28
28,122
122,21
21,58
58,22
22,66
66,39
39,64
64,161
161,118
118,187
187,69
69,190
190,113
113,161
161,112
112,30
30,142
142,34
34,128
128,24
24,106
106,25
25,136
136,34
34,121
121,31
31,115
115,185
185,74
74,188
188,117
117,161
161,111
111,31
31,137
137,33
33,118
118,189
189,70
70,44
44,181
181,96
96,24
24,126
126,186
186,124
124,187
187,68
68,37
37,140
140,62
62,159
159,73
73,185
185,72
72,186
186,106
106,162
162,105
105,181
181,49
49,78
78,28
28,130
130,23
23,53
53,25
25,127
127,36
36,132
132,25
25,129
129,35
35,130
130,56
56,84
84,41
41,80
80,55
55,123
123,160
160,120
120,186
186,113
113,26
26,128
128,22
22,92
92,19
19,90
90,22
22,63
63,18
18,61
61,155
155,63
63,142
142,51
51,18
18,43
43,137
137,34
34,143
143,51
51,178
178,45
45,82
82,54
54,117
117,164
164,103
103,182
182,38
