,0,126
,126,37
,37,127
,127,68
,68,129
,129,69
,69,130
,130,70
,70,131
,131,69
,69,169
,169,86
,86,25
,25,85
,85,165
,165,83
,83,166
,166,87
,87,168
,168,61
,61,140
,140,60
,60,139
,139,58
,58,168
,168,119
,119,176
,176,118
,118,33
,33,120
,120,34
,34,121
,121,176
,176,117
,117,34
,34,122
,122,178
,178,123
,123,36
,36,125
,125,26
,26,78
,78,22
,22,77
,77,23
,23,78
,78,162
,162,79
,79,163
,163,81
,81,164
,164,82
,82,24
,24,81
,81,173
,173,79
,79,181
,181,123
,123,35
,35,124
,124,179
,179,123
,123,182
,182,69
,69,170
,170,87
,87,172
,172,78
,78,173
,173,110
,110,24
,24,77
,77,173
,173,93
,93,9
,9,75
,75,171
,171,104
,104,19
,19,69
,69,20
,20,68
,68,130
,130,67
,67,169
,169,97
,97,20
,20,67
,67,170
,170,120
,120,18
,18,76
,76,173
,173,34
,34,142
,142,30
,30,135
,135,29
,29,134
,134,28
,28,131
,131,71
,71,132
,132,70
,70,169
,169,95
,95,138
,138,59
,59,139
,139,29
,29,133
,133,71
,71,170
,170,94
,94,181
,181,70
,70,133
,133,40
,40,135
,135,28
,28,133
,133,158
,158,67
,67,159
,159,33
,33,81
,81,165
,165,71
,71,195
,195,143
,143,29
,29,136
,136,154
,154,9
,9,74
,74,22
,22,185
,185,0
,0,52
,52,37
,37,128
,128,180
,180,127
,127,196
,196,18
,18,0
,0,16
,16,76
,76,174
,174,113
,113,98
,98,114
,114,96
,96,117
,117,94
,94,118
,118,31
,31,159
,159,144
,144,189
,189,125
,125,191
,191,70
,70,192
,192,19
,19,76
,76,175
,175,33
,33,56
,56,36
,36,124
,124,185
,185,69
,69,186
,186,53
,53,36
,36,126
,126,180
,180,34
,34,81
,81,35
,35,122
,122,87
,87,135
,135,155
,155,42
,42,0
,0,15
,15,57
,57,138
,138,56
,56,182
,182,79
,79,134
,134,71
,71,135
,135,157
,157,114
,114,159
,159,66
,66,167
,167,89
,89,118
,118,88
,88,119
,119,32
,32,163
,163,80
,80,164
,164,143
,143,198
,198,86
,86,123
,123,177
,177,76
,76,161
,161,20
,20,189
,189,36
,36,67
,67,127
,127,199
,199,53
,53,191
,191,20
,20,66
,66,169
,169,85
,85,123
,123,83
,83,124
,124,82
,82,165
,165,142
,142,61
,61,143
,143,190
,190,72
,72,171
,171,103
,103,88
,88,120
,120,63
,63,141
,141,62
,62,44
,44,134
,134,184
,184,35
,35,158
,158,34
,34,174
,174,75
,75,12
,12,58
,58,13
,13,75
,75,5
,5,74
,74,132
,132,27
,27,184
,184,23
,23,76
,76,17
,17,142
,142,32
,32,164
,164,31
,31,109
,109,174
,174,89
,89,25
,25,84
,84,167
,167,138
,138,55
,55,183
,183,135
,135,82
,82,2
,2,126
,126,25
,25,175
,175,67
,67,129
,129,27
,27,109
,109,4
,4,126
,126,24
,24,176
,176,116
,116,98
,98,8
,8,49
,49,153
,153,137
,137,29
,29,146
,146,163
,163,144
,144,40
,40,66
,66,170
,170,86
,86,42
,42,66
,66,129
,129,39
,39,67
,67,123
,123,26
,26,99
,99,189
,189,74
,74,171
,171,94
,94,27
,27,114
,114,162
,162,147
,147,63
,63,43
,43,147
,147,29
,29,79
,79,136
,136,71
,71,196
,196,142
,142,199
,199,44
,44,60
,60,141
,141,1
,1,176
,176,194
,194,19
,19,195
,195,150
,150,13
,13,93
,93,118
,118,92
,92,77
,77,160
,160,33
,33,116
,116,97
,97,8
,8,159
,159,113
,113,183
,183,24
,24,87
,87,41
,41,132
,132,28
,28,97
,97,185
,185,21
,21,187
,187,78
,78,161
,161,77
,77,162
,162,33
,33,121
,121,88
,88,139
,139,166
,166,71
,71,35
,35,69
,69,128
,128,26
,26,174
,174,57
,57,16
,16,148
,148,63
,63,129
,129,181
,181,57
,57,30
,30,117
,117,65
,65,42
,42,64
,64,153
,153,33
,33,140
,140,62
,62,145
,145,31
,31,80
,80,124
,124,26
,26,92
,92,176
,176,56
,56,185
,185,133
,133,77
,77,187
,187,69
,69,38
,38,130
,130,8
,8,96
,96,168
,168,68
,68,128
,128,25
,25,182
,182,131
,131,72
,72,170
,170,135
,135,38
,38,127
,127,26
,26,162
,162,24
,24,177
,177,122
,122,68
,68,169
,169,136
,136,46
,46,5
,5,73
,73,22
,22,186
,186,124
,124,79
,79,125
,125,37
,37,157
,157,36
,36,127
,127,27
,27,102
,102,188
,188,21
,21,71
,71,137
,137,167
,167,91
,91,118
,118,133
,133,72
,72,0
,0,105
,105,31
,31,136
,136,30
,30,145
,145,34
,34,119
,119,84
,84,4
,4,121
,121,178
,178,92
,92,48
,48,63
,63,196
,196,13
,13,197
,197,12
,12,158
,158,9
,9,146
,146,62
,62,123
,123,34
,34,80
,80,35
,35,68
,68,126
,126,26
,26,41
,41,155
,155,5
,5,174
,174,108
,108,6
,6,73
,73,170
,170,101
,101,172
,172,35
,35,121
,121,177
,177,192
,192,125
,125,196
,196,57
,57,139
,139,19
,19,65
,65,129
,129,26
,26,89
,89,197
,197,87
,87,43
,43,153
,153,40
,40,155
,155,51
,51,134
,134,43
,43,149
,149,32
,32,155
,155,31
,31,163
,163,181
,181,31
,31,108
,108,92
,92,76
,76,15
,15,75
,75,161
,161,33
,33,174
,174,94
,94,182
,182,78
,78,197
,197,74
,74,10
,10,97
,97,187
,187,124
,124,184
,184,81
,81,119
,119,167
,167,54
,54,138
,138,29
,29,116
,116,95
,95,15
,15,142
,142,65
,65,123
,123,183
,183,131
,131,27
,27,78
,78,178
,178,67
,67,128
,128,38
,38,132
,132,72
,72,167
,167,83
,83,24
,24,9
,9,184
,184,4
,4,156
,156,116
,116,50
,50,191
,191,103
,103,18
,18,63
,63,151
,151,12
,12,53
,53,138
,138,87
,87,141
,141,165
,165,140
,140,59
,59,44
,44,84
,84,188
,188,69
,69,168
,168,137
,137,30
,30,141
,141,100
,100,192
,192,28
,28,115
,115,175
,175,113
,113,26
,26,96
,96,74
,74,136
,136,59
,59,11
,11,97
,97,12
,12,130
,130,37
,37,82
,82,166
,166,66
,66,128
,128,27
,27,95
,95,75
,75,132
,132,73
,73,185
,185,137
,137,56
,56,190
,190,21
,21,72
,72,134
,134,30
,30,149
,149,21
,21,150
,150,7
,7,173
,173,75
,75,8
,8,172
,172,80
,80,162
,162,118
,118,34
,34,179
,179,79
,79,24
,24,128
,128,64
,64,129
,129,62
,62,46
,46,95
,95,117
,117,33
,33,115
,115,158
,158,175
,175,90
,90,25
,25,87
,87,171
,171,120
,120,177
,177,119
,119,91
,91,176
,176,37
,37,193
,193,20
,20,76
,76,172
,172,88
,88,195
,195,16
,16,75
,75,11
,11,113
,113,97
,97,170
,170,92
,92,136
,136,91
,91,178
,178,38
,38,68
,68,125
,125,67
,67,41
,41,148
,148,29
,29,140
,140,191
,191,73
,73,133
,133,38
,38,129
,129,25
,25,42
,42,149
,149,14
,14,30
,30,111
,111,173
,173,104
,104,142
,142,64
,64,168
,168,59
,59,163
,163,45
,45,166
,166,85
,85,168
,168,62
,62,147
,147,7
,7,108
,108,59
,59,182
,182,130
,130,27
,27,101
,101,173
,173,122
,122,33
,33,180
,180,32
,32,120
,120,76
,76,21
,21,70
,70,34
,34,178
,178,125
,125,190
,190,99
,99,29
,29,181
,181,26
,26,157
,157,54
,54,33
,33,119
,119,165
,165,65
,65,143
,143,193
,193,126
,126,38
,38,82
,82,136
,136,185
,185,81
,81,8
,8,108
,108,22
,22,76
,76,159
,159,142
,142,124
,124,27
,27,92
,92,57
,57,168
,168,66
,66,130
,130,26
,26,160
,160,113
,113,32
,32,80
,80,24
,24,127
,127,179
,179,78
,78,24
,24,187
,187,135
,135,43
,43,5
,5,109
,109,183
,183,79
,79,119
,119,19
,19,102
,102,30
,30,155
,155,129
,129,40
,40,68
,68,160
,160,76
,76,132
,132,169
,169,120
,120,21
,21,69
,69,160
,160,17
,17,131
,131,47
,47,166
,166,84
,84,134
,134,83
,83,164
,164,180
