0,17
17,1
1,16
16,191
191,13
13,181
181,11
11,173
173,10
10,168
168,8
8,169
169,7
7,164
164,6
6,173
173,5
5,165
165,9
9,167
167,143
143,118
118,156
156,117
117,157
157,123
123,158
158,122
122,153
153,109
109,154
154,108
108,155
155,193
193,9
9,164
164,1
1,166
166,4
4,173
173,8
8,164
164,10
10,26
26,11
11,183
183,157
157,116
116,161
161,114
114,151
151,113
113,152
152,110
110,153
153,106
106,154
154,119
119,155
155,106
106,156
156,195
195,18
18,199
199,173
173,3
3,162
162,116
116,150
150,115
115,162
162,193
193,173
173,24
24,6
6,169
169,5
5,28
28,7
7,165
165,8
8,27
27,9
9,168
168,0
0,169
169,4
4,29
29,5
5,158
158,128
128,145
145,125
125,149
149,124
124,150
150,120
120,153
153,112
112,155
155,105
105,156
156,192
192,174
174,189
189,159
159,7
7,166
166,6
6,21
21,186
186,133
133,148
148,132
132,173
173,198
198,169
169,195
195,173
173,2
2,155
155,125
125,140
140,75
75,141
141,121
121,149
149,117
117,160
160,112
112,161
161,9
9,163
163,7
7,168
168,120
120,151
151,96
96,152
152,107
107,154
154,118
118,155
155,104
104,150
150,93
93,78
78,137
137,72
72,138
138,80
80,143
143,78
78,95
95,146
146,89
89,147
147,88
88,136
136,71
71,137
137,122
122,140
140,97
97,148
148,118
118,151
151,111
111,161
161,2
2,169
169,185
185,152
152,187
187,133
133,68
68,131
131,185
185,0
0,30
30,3
3,166
166,5
5,27
27,172
172,23
23,173
173,1
1,182
182,38
38,8
8,37
37,9
9,24
24,171
171,6
6,159
159,199
199,161
161,110
110,155
155,194
194,173
173,197
197,20
20,198
198,166
166,12
12,162
162,11
11,166
166,10
10,162
162,114
114,154
154,113
113,159
159,108
108,151
151,95
95,77
77,97
97,75
75,134
134,69
69,130
130,148
148,126
126,57
57,127
127,66
66,128
128,171
171,23
23,170
170,4
4,178
178,33
33,179
179,2
2,166
166,9
9,36
36,178
178,194
194,179
179,18
18,87
87,147
147,86
86,16
16,85
85,147
147,119
119,142
142,92
92,143
143,77
77,100
100,145
145,96
96,134
134,70
70,135
135,59
59,136
136,70
70,51
51,127
127,171
171,4
4,163
163,114
114,149
149,94
94,79
79,135
135,188
188,173
173,31
31,176
176,191
191,65
65,126
126,171
171,22
22,5
5,25
25,175
175,33
33,9
9,162
162,7
7,39
39,183
183,156
156,100
100,141
141,120
120,142
142,167
167,6
6,162
162,2
2,163
163,122
122,169
169,194
194,14
14,84
84,15
15,189
189,22
22,7
7,41
41,185
185,40
40,8
8,166
166,112
112,149
149,119
119,150
150,103
103,151
151,93
93,140
140,74
74,98
98,139
139,123
123,56
56,124
124,155
155,107
107,159
159,103
103,152
152,118
118,157
157,4
4,41
41,186
186,131
131,53
53,132
132,72
72,98
98,147
147,95
95,76
76,96
96,136
136,79
79,143
143,180
180,18
18,86
86,15
15,164
164,197
197,177
177,35
35,9
9,32
32,178
178,3
3,156
156,194
194,166
166,111
111,154
154,1
1,184
184,157
157,110
110,166
166,197
197,142
142,114
114,150
150,112
112,156
156,196
196,167
167,1
1,168
168,6
6,34
34,177
177,31
31,10
10,27
27,178
178,43
43,67
67,50
50,127
127,65
65,192
192,175
175,17
17,86
86,145
145,82
82,13
13,33
33,16
16,173
173,0
0,154
154,99
99,71
71,132
132,58
58,129
129,144
144,78
78,94
94,151
151,8
8,39
39,4
4,165
165,10
10,55
55,119
119,162
162,35
35,163
163,113
113,142
142,90
90,22
22,89
89,20
20,5
5,162
162,140
140,92
92,151
151,102
102,75
75,135
135,57
57,128
128,51
51,67
67,131
131,90
90,149
149,7
7,148
148,91
91,151
151,7
7,158
158,182
182,37
37,183
183,30
30,179
179,27
27,173
173,192
192,64
64,39
39,55
55,133
133,97
97,150
150,109
109,156
156,108
108,165
165,37
37,166
166,14
14,83
83,143
143,114
114,145
145,113
113,147
147,84
84,16
16,31
31,178
178,35
35,12
12,34
34,160
160,8
8,36
36,162
162,1
1,169
169,193
193,66
66,190
190,62
62,126
126,49
49,68
68,134
134,94
94,145
145,85
85,14
14,196
196,13
13,166
166,36
36,10
10,25
25,195
195,140
140,164
164,107
107,146
146,83
83,148
148,194
194,160
160,108
108,166
166,140
140,60
60,137
137,114
114,130
130,52
52,133
133,188
188,44
44,69
69,135
135,175
175,32
32,172
172,118
118,135
135,56
56,122
122,60
60,123
123,46
46,128
128,45
45,5
5,168
168,4
4,172
172,130
130,58
58,131
131,82
82,97
97,73
73,100
100,70
70,137
137,192
192,67
67,52
52,197
197,154
154,9
9,155
155,111
111,149
149,165
165,6
6,163
163,34
34,180
180,3
3,42
42,176
176,41
41,5
5,188
188,154
154,98
98,76
76,142
142,86
86,126
126,178
178,47
47,72
72,103
103,144
144,165
165,15
15,85
85,17
17,33
33,18
18,181
181,197
197,182
182,19
19,88
88,20
20,110
110,149
149,105
105,4
4,162
162,110
110,21
21,165
165,113
113,134
134,175
175,190
190,22
22,168
168,3
3,104
104,153
153,103
103,69
69,45
45,8
8,28
28,177
177,42
42,4
4,38
38,180
180,127
127,64
64,131
131,24
24,91
91,140
140,197
197,169
169,191
191,68
68,196
196,65
65,128
128,44
44,179
179,12
12,27
27,135
135,86
86,14
14,34
34,8
8,56
56,125
125,48
48,64
64,189
189,136
136,94
94,54
54,0
0,153
153,136
136,58
58,137
137,77
77,141
141,115
115,152
152,93
93,146
146,4
4,37
37,5
5,164
164,35
35,181
181,143
143,185
185,14
14,168
168,119
119,16
16,87
87,71
71,102
102,158
158,6
6,108
108,2
2,107
107,156
156,186
186,11
11,55
55,40
40,161
161,145
145,112
112,18
18,117
117,132
132,185
185,31
31,153
153,115
115,18
18,84
84,54
54,91
91,127
127,48
48,128
128,183
183,2
2,17
17,119
119,59
59,133
133,161
161,6
6,177
177,5
5,36
36,11
11,175
175,118
118,161
161,117
117,164
164,14
14,73
73,138
138,60
60,139
139,81
81,146
146,88
88,70
70,102
102,159
159,101
101,76
76,139
139,73
73,131
131,188
188,43
43,8
8,167
167,5
5,189
189,135
135,99
99,150
150,7
7,147
147,62
62,191
191,110
110,192
192,98
98,55
55,2
2,186
186,39
39,171
171,1
1,106
106,157
157,197
197,51
51,129
129,46
46,4
4,167
167,140
140,194
194,66
66,129
129,57
57,165
165,128
128,63
63,187
187,61
61,188
188,130
130,84
84,144
144,1
1,87
87,125
125,65
65,47
47,124
124,156
156,111
111,18
18,110
110,5
5,190
190,169
169,199
199,175
175,117
117,177
177,33
33,14
14,32
32,156
156,173
173,89
89,21
21,128
128,86
86,148
148,82
82,137
137,113
113,155
155,190
190,46
46,69
69,105
105,157
157,109
109,145
145,163
163,8
8,41
41,125
125,174
174,29
29,14
14,82
82,138
138,27
27,139
139,72
72,12
12,55
55,134
134,187
187,151
151,109
109,158
158,9
9,34
34,162
162,198
198,51
51,130
130,44
44,180
180,48
48,63
63,124
124,89
89,69
69,47
47,128
128,58
58,133
133,65
65,38
38,187
187,169
169,121
121,163
163,5
5,116
116,171
171,19
19,122
122,49
49,181
181,8
8,147
147,131
131,70
70,12
12,84
84,13
13,83
83,15
15,172
172,9
9,39
39,159
159,8
8,161
161,10
10,56
56,121
121,175
175,198
198,163
163,109
109,21
21,133
133,86
86,136
136,154
154,191
191,97
97,78
78,138
138,75
75,142
142,110
110,19
19,118
118,42
42,27
27,93
93,134
134,84
84,145
145,170
170,22
22,131
131,23
23,7
7,167
167,37
37,180
180,198
198,152
152,137
137,79
79,145
145,0
0,171
171,11
11,161
161,56
56,120
120,17
17,176
176,36
36,7
7,160
160,33
33,158
158,106
106,5
5,44
44,121
121,150
150,31
31,120
120,169
169,22
22,117
117,136
136,57
57,137
137,99
99,75
75,91
91,143
143,61
61,145
145,87
87,127
127,62
62,128
128,68
68,192
192,135
135,89
89,174
174,1
1,155
155,179
179,141
141,99
99,72
72,100
100,0
0,165
165,127
127,52
52,185
185,142
142,80
80,95
95,132
132,21
21,88
88,73
73,196
196,74
74,12
12,30
30,13
13,55
55,158
158,4
4,147
147,184
184,153
153,9
9,117
117,178
178,140
140,28
28,161
161,131
131,50
50,132
132,70
70,104
104,199
199,179
179,149
149,91
91,130
130,66
66,192
192,23
23,8
8,187
187,37
37,57
57,130
130,83
83,149
149,65
65,50
50,77
77,53
53,185
185,42
42,122
122,17
17,168
168,152
152,199
199,19
19,3
3,18
18,157
157,172
172,7
7,55
55,14
14,71
71,100
100,131
131,21
21,166
166,15
15,167
167,113
113,25
25,91
91,141
141,29
29,153
153,99
99,84
84,140
140,111
111,193
193,97
97,72
72,133
133,69
69,48
48,181
181,196
196,174
174,116
116,40
40,125
125,182
182,145
145,5
5,171
171,10
10,167
167,13
13,169
169,9
9,31
31,199
199,54
54,132
132,186
186,33
33,180
180,36
36,98
98,144
144,95
95,137
137,89
89,148
148,88
88,53
53,134
134,188
188,34
34,159
159,141
141,28
28,198
198,143
143,100
100,133
133,54
54,82
82,144
144,81
81,15
15,73
73,92
92,179
179,13
13,85
85,53
53,127
127,86
86,146
146,169
169,38
38,124
124,170
170,186
186,145
145,80
80,151
151,105
105,152
152,117
117,24
24,39
39,172
172,2
2,165
165,141
141,23
23,130
130,62
62,146
146,100
100,151
151,79
79,128
128,67
67,129
129,45
45,9
9,175
175,7
7,187
187,142
142,107
107,3
3,171
171,115
115,196
196,64
64,190
190,96
96,33
33,174
174,134
134,189
189,133
133,181
181,122
122,48
48,4
4,107
107,147
147,90
90,174
174,32
32,180
180,12
12,167
167,148
148,168
168,43
43,11
11,31
31,180
180,30
30,4
4,47
47,130
130,55
55,3
3,160
160,129
129,65
65,39
39,180
180,118
118,17
17,123
123,52
52,129
129,172
172,138
138,193
193,68
68,100
100,83
83,150
150,107
107,6
6,25
25,93
93,126
126,37
37,21
21,134
134,27
27,180
180,155
155,116
116,136
136,72
72,196
196,67
67,102
102,138
138,88
88,187
187,2
2,21
21,187
187,157
157,195
195,75
75,196
196,66
66,41
41,9
9,38
38,56
56,162
162,40
40,172
172,128
128,184
184,151
151,78
78,145
145,103
103,147
147,102
102,162
162,0
0,101
101,56
56,119
119,134
134,74
74,13
13,198
198,142
142,199
199,167
167,3
3,141
141,84
84,148
148,6
6,191
191,109
109,142
142,117
117,55
55,4
4,19
19,117
117,43
43,128
128,53
53,74
74,137
137,190
190,63
63,125
125,159
159,33
33,7
7,106
106,149
149,89
89,177
177,192
192,154
154,69
69,84
84,142
142,27
27,161
161,4
4,164
164,3
3,181
181,118
118,163
163,139
139,194
194,112
112,165
165,42
42,5
5,46
46,191
191,31
31,175
175,116
116,20
20,108
108,138
138,74
74,139
139,122
122,47
47,125
125,55
55,8
8,42
42,129
129,183
183,49
49,64
64,124
124,35
35,153
153,97
97,56
56,159
159,179
179,93
93,77
77,13
13,28
28,173
173,131
131,91
91,144
144,170
170,8
8,176
176,34
34,153
153,114
114,155
155,99
99,80
80,144
144,90
90,23
23,41
41,174
174,24
24,175
175,127
127,85
85,159
159,9
9,156
156,119
119,18
18,193
193,15
15,173
173,26
26,170
170,68
68,132
132,90
90,55
55,118
118,41
41,65
65,188
188,88
88,139
139,119
119,175
175,3
3,177
177,10
10,186
186,1
1,161
161,59
59,44
44,123
123,40
40,126
126,164
164,57
57,124
124,92
92,160
160,9
9,49
49,128
128,78
78,135
135,100
100,138
138,182
182,146
146,94
94,188
188,63
63,192
192,167
167,57
57,125
125,50
50,181
181,2
2,33
33,154
154,193
193,63
63,126
126,20
20,187
187,153
153,105
105,67
67,191
191,29
29,7
7,152
152,98
98,81
81,136
136,2
2,113
113,18
18,169
169,10
10,118
118,18
18,109
109,8
8,171
171,117
117,154
154,31
31,156
156,178
178,34
34,122
122,63
63,194
194,171
171,113
113,148
148,8
8,162
162,137
137,59
59,134
134,162
162,60
60,141
141,74
74,14
14,195
195,139
139,78
78,141
141,76
76,13
13,37
37,168
168,57
57,100
100,162
162,123
123,165
165,11
11,41
41,164
164,124
124,174
174,23
23,112
112,154
154,189
189,47
47,190
190,16
16,150
150,95
95,75
75,52
52,131
131,62
62,125
125,42
42,186
186,159
159,2
2,20
20,131
131,25
25,8
8,193
193,163
163,36
36,21
21,184
184,30
30,15
15,0
0,55
55,120
120,155
155,70
70,101
101,69
69,51
51,133
133,92
92,149
149,132
132,187
187,154
154,2
2,167
167,11
11,39
39,12
12,176
176,193
193,43
43,126
126,42
42,131
131,81
81,138
138,79
79,144
144,127
127,145
145,111
111,147
147,96
96,138
138,176
176,30
30,141
141,81
81,143
143,163
163,178
178,112
112,4
4,26
26,174
174,25
25,92
92,77
77,197
197,151
151,166
166,114
114,18
18,88
88,149
149,30
30,172
172,24
24,1
1,165
165,36
36,155
155,33
33,156
156,114
114,26
26,133
133,85
85,66
66,150
150,106
106,152
152,97
97,135
135,68
68,153
153,191
191,136
136,76
76,148
148,102
102,152
152,95
95,73
73,140
140,183
183,199
199,162
162,59
59,132
132,25
25,9
9,170
170,15
15,188
188,57
57,156
156,30
30,5
5,161
161,3
3,113
113,21
21,90
90,74
74,135
135,119
119,151
151,116
116,8
8,150
150,195
195,10
10,174
174,34
34,62
62,120
120,172
172,22
22,110
110,130
130,46
46,9
9,177
177,115
115,142
142,108
108,148
148,95
95,70
70,99
99,158
158,142
142,196
196,50
50,182
182,12
12,67
67,167
167,198
198,69
69,107
107,148
148,101
101,152
152,8
8,44
44,127
127,20
20,4
4,156
156,6
6,22
22,173
173,130
130,61
61,128
128,52
52,155
155,181
181,51
51,126
126,39
39,129
129,68
68,104
104,144
144,86
86,52
52,198
198,161
161,195
195,180
180,13
13,80
80,14
14,197
197,75
75,12
12,83
83,144
144,97
97,137
137,189
189,95
95,186
186,162
162,15
15,171
171,58
58,34
34,50
50,199
199,14
14,119
119,180
180,93
93,55
55,124
124,88
88,105
105,146
146,97
97,17
17,121
121,157
157,54
54,185
185,11
11,172
172,149
149,113
113,160
160,4
4,176
176,29
29,160
160,2
2,164
164,120
120,19
19,87
87,134
134,56
56,163
163,1
1,178
178,193
193,112
112,157
157,5
5,26
26,177
177,18
18,178
178,46
46,192
192,136
136,73
73,98
98,191
191,22
22,116
116,139
139,159
159,109
109,160
160,1
1,170
170,6
6,147
147,63
63,33
33,8
8,174
174,30
30,94
94,150
150,134
134,22
22,140
140,72
72,53
53,123
123,169
169,17
17,32
32,176
176,198
198,171
171,34
34,123
123,48
48,124
124,53
53,186
186,144
144,77
77,135
135,85
85,139
139,164
164,59
59,139
139,103
103,149
149,16
16,192
192,12
12,65
65,132
132,69
69,12
12,169
169,15
15,55
55,121
121,136
136,188
188,14
14,184
184,129
129,47
47,62
62,183
183,38
38,167
167,126
126,45
45,122
122,51
51,9
9,43
43,19
19,111
111,194
194,68
68,130
130,67
67,84
84,146
146,96
96,191
191,159
159,127
127,84
84,143
143,99
99,79
79,14
14,173
173,114
114,174
174,40
40,9
9,194
194,162
162,197
197,13
13,35
35,182
182,140
140,106
106,146
146,114
114,138
138,91
91,76
76,94
94,152
152,16
16,34
34,19
19,131
131,187
187,130
130,75
75,139
139,28
28,142
142,6
6,174
174,150
150,181
181,17
17,87
87,146
146,193
193,99
99,69
69,153
153,102
102,149
149,87
87,139
139,82
82,12
12,168
168,67
67,194
194,99
99,56
56,11
11,51
51,123
123,138
138,71
71,135
135,51
51,124
124,17
17,191
191,155
155,136
136,176
176,40
40,182
182,10
10,37
37,178
178,26
26,134
134,186
186,54
54,160
160,107
107,153
153,32
32,177
177,154
154,110
110,4
4,185
185,151
151,104
104,146
146,5
5,21
21,173
173,32
32,0
0,166
166,57
57,105
105,3
3,163
163,197
197,12
12,28
28,144
144,122
122,55
55,100
100,37
37,98
98,149
149,166
166,181
181,117
117,162
162,65
65,97
97,194
194,19
19,119
119,183
183,8
8,29
29,11
11,168
168,122
122,148
148,90
90,150
150,6
6,181
181,123
123,141
141,116
116,152
152,189
189,44
44,191
191,108
108,152
152,111
111,158
158,196
196,11
11,170
170,10
10,33
33,95
95,145
145,73
73,137
137,2
2,18
18,121
121,181
181,120
120,157
157,3
3,188
188,171
171,9
9,174
174,12
12,68
68,83
83,133
133,75
75,60
60,124
124,39
39,54
54,129
129,63
63,36
36,12
12,81
81,147
147,109
109,155
155,171
171,129
129,48
48,131
131,46
46,125
125,163
163,15
15,199
199,153
153,111
111,23
23,120
120,173
173,45
45,180
180,9
9,129
129,112
112,146
146,183
183,60
60,136
136,78
78,49
49,10
10,44
44,11
11,169
169,14
14,31
31,158
158,27
27,174
174,5
5,47
47,179
179,126
126,41
41,175
175,2
2,157
157,53
53,198
198,75
75,13
13,72
72,91
91,142
142,78
78,54
54,120
120,165
165,109
109,132
132,91
91,190
190,154
154,104
104,148
148,99
99,78
78,146
146,110
110,158
158,187
187,13
13,164
164,0
0,16
16,195
195,76
76,196
196,163
163,0
0,161
161,132
132,64
64,162
162,118
118,16
16,151
151,112
112,142
142,180
180,35
35,173
173,9
9,182
182,135
135,95
95,56
56,136
136,120
120,22
22,129
129,21
21,111
111,192
192,102
102,139
139,173
173,90
90,177
177,11
11,179
179,34
34,182
182,48
48,32
32,10
10,172
172,187
187,135
135,174
174,16
16,167
167,14
14,143
143,93
93,129
129,50
50,184
184,131
131,115
115,154
154,97
97,18
18,1
1,22
22,91
91,147
147,83
83,138
138,195
195,13
13,168
168,196
196,159
159,111
111,165
165,199
199,86
86,0
0,142
142,26
26,175
175,30
30,14
14,72
72,96
96,70
70,130
130,53
53,152
152,109
109,190
190,45
45,131
131,61
61,142
142,160
160,116
116,156
156,113
113,128
128,50
50,124
124,173
173,7
7,24
24,8
8,192
192,7
7,38
38,55
55,123
123,170
170,19
19,169
169,20
20,132
132,93
93,144
144,181
181,39
39,167
167,36
36,125
125,64
64,88
88,145
145,102
102,140
140,94
94,74
74,17
17,197
197,126
126,66
66,12
12,175
175,103
103,176
176,26
26,113
113,157
157,33
33,153
153,169
169,125
125,39
39,192
192,155
155,121
121,140
140,82
82,134
134,67
67,132
132,73
73,52
52,132
132,43
43,60
60,45
45,6
6,30
30,190
190,161
161,113
113,22
22,130
130,176
176,91
91,150
150,100
100,136
136,77
77,12
12,181
181,19
19,121
121,176
176,118
118,165
165,196
196,63
63,148
148,92
92,144
144,161
161,35
35,174
174,31
31,3
3,155
155,115
115,20
20,3
3,158
158,198
198,16
16,199
199,170
170,18
18,122
122,154
154,8
8,185
185,20
20,87
87,54
54,85
85,144
144,191
191,94
94,142
142,81
81,13
13,184
184,11
11,176
176,192
192,70
70,193
193,159
159,0
0,160
160,111
111,178
178,13
13,190
190,65
65,14
14,183
183,120
120,40
40,23
23,133
133,45
45,123
123,145
145,83
83,141
141,98
98,148
148,96
96,79
79,142
142,77
77,198
198,15
15,168
168,142
142,29
29,179
179,127
127,160
160,198
198,164
164,36
36,13
13,170
170,58
58,35
35,2
2,19
19,196
196,116
116,18
18,197
197,27
27,91
91,152
152,174
174,195
195,114
114,159
159,5
5,108
108,149
149,107
107,151
151,173
173,117
117,155
155,6
6,26
26,7
7,171
171,25
25,173
173,116
116,164
164,191
191,160
160,197
197,125
125,60
60,129
129,88
88,137
137,199
199,163
163,184
184,130
130,21
21,141
141,105
105,84
84,132
132,172
172,19
19,1
1,143
143,76
76,140
140,61
61,124
124,158
158,112
112,2
2,22
22,111
111,157
157,119
119,153
153,190
190,136
136,69
69,131
131,12
12,191
191,49
49,129
129,69
69,52
52,9
9,28
28,174
174,11
11,180
180,42
42,12
12,178
178,11
11,188
188,89
89,73
73,12
12,170
170,122
122,156
156,2
2,135
135,72
72,192
192,100
100,139
139,99
99,140
140,90
90,176
176,18
18,0
0,53
53,126
126,64
64,191
191,63
63,131
131,172
172,6
6,146
146,127
127,45
45,10
10,38
38,20
20,119
119,181
181,36
36,177
177,17
17,199
199,99
99,144
144,87
87,15
15,195
195,159
159,106
106,147
147,97
97,151
151,106
106,199
199,160
160,133
133,22
22,4
4,31
31,141
141,126
126,46
46,122
122,33
33,198
198,14
14,187
187,12
12,195
195,111
111,20
20,86
86,134
134,71
71,47
47,32
32,183
183,7
7,170
170,191
191,9
9,152
152,135
135,190
190,147
147,101
101,140
140,59
59,174
174,39
39,123
123,163
163,117
117,143
143,88
88,172
172,119
119,178
178,10
10,179
179,9
9,48
48,126
126,170
170,125
125,49
49,180
180,120
120,18
18,85
85,183
183,22
22,167
167,116
116,153
153,118
118,158
158,121
121,185
185,120
120,156
156,110
110,23
23,6
6,56
56,127
127,80
80,136
136,91
91,139
139,79
79,149
149,99
99,145
145,92
92,24
24,3
3,21
21,4
4,24
24,140
140,156
156,115
115,157
157,186
186,14
14,171
171,12
12,172
172,8
8,26
26,92
92,150
150,2
2,103
103,141
141,178
178,122
122,162
162,195
195,163
163,189
189,61
61,144
144,108
108,145
145,169
169,16
16,197
197,159
159,1
1,156
156,125
125,37
37,164
164,199
199,157
157,196
196,71
71,12
12,194
194,69
69,94
94,49
49,121
121,162
162,147
147,105
105,154
154,32
32,157
157,7
7,184
184,20
20,117
117,172
172,16
16,177
177,126
126,144
144,76
76,135
135,22
22,128
128,55
55,81
81,100
100,154
154,120
120,147
147,110
110,193
193,13
13,29
29,175
175,27
27,11
11,187
187,160
160,115
115,163
163,119
119,13
13,78
78,134
134,190
190,9
9,176
176,25
25,40
40,10
10,180
180,131
131,83
83,139
139,77
77,134
134,191
