x1,y1,x2,y2,index1,index2
699,371,360,0,2,151
360,0,666,499,151,14
666,499,54,162,14,118
54,162,13,447,118,91
13,447,231,20,91,139
231,20,437,10,139,158
437,10,171,651,158,67
171,651,118,87,67,127
118,87,581,612,127,27
581,612,651,171,27,183
651,171,181,43,183,134
181,43,661,191,134,185
661,191,328,699,185,52
328,699,671,210,52,187
671,210,54,537,187,82
54,537,675,221,82,188
675,221,360,699,188,49
360,699,686,447,49,9
686,447,102,597,9,75
102,597,691,426,75,7
691,426,349,0,7,150
349,0,698,382,150,3
698,382,110,94,3,126
110,94,10,262,126,108
10,262,87,118,108,123
87,118,171,651,123,67
171,651,546,60,67,169
546,60,1,382,169,97
1,382,262,689,97,58
262,689,171,48,58,133
171,48,118,612,133,73
118,612,162,54,73,132
162,54,564,626,132,29
564,626,273,8,29,143
273,8,537,645,143,32
537,645,468,20,32,161
468,20,546,639,161,31
546,639,43,181,31,116
43,181,489,28,116,163
489,28,317,1,163,147
317,1,695,295,147,195
695,295,102,102,195,125
102,102,605,589,125,24
605,589,689,262,24,192
689,262,645,537,192,18
645,537,171,651,18,67
171,651,537,54,67,168
537,54,20,468,168,89
20,468,437,689,89,42
437,689,698,317,42,197
698,317,458,682,197,40
458,682,48,528,40,83
48,528,666,200,83,186
666,200,349,700,186,50
349,700,671,210,50,187
671,210,94,110,187,124
94,110,619,573,124,22
619,573,691,273,22,193
691,273,393,697,193,46
393,697,689,437,46,8
689,437,426,8,8,157
426,8,262,10,157,142
262,10,200,666,142,64
200,666,8,273,64,107
8,273,360,0,107,151
360,0,537,645,151,32
537,645,284,6,32,144
284,6,671,489,144,13
671,489,404,4,13,155
404,4,555,633,155,30
555,633,54,162,30,118
54,162,13,447,118,91
13,447,691,426,91,7
691,426,328,0,7,148
328,0,675,478,148,12
675,478,231,679,12,61
231,679,273,8,61,143
273,8,671,210,143,187
671,210,144,633,187,70
144,633,675,221,70,188
675,221,94,110,188,124
94,110,656,181,124,184
656,181,135,626,184,71
135,626,661,191,71,185
661,191,339,699,185,51
339,699,210,28,51,137
210,28,371,0,137,152
371,0,426,691,152,43
426,691,695,295,43,195
695,295,645,537,195,18
645,537,698,317,18,197
698,317,371,0,197,152
371,0,371,699,152,48
371,699,679,231,48,189
679,231,447,686,189,41
447,686,48,528,41,83
48,528,13,252,83,109
13,252,102,102,109,125
102,102,693,284,125,194
693,284,135,626,194,71
135,626,518,43,71,166
518,43,360,699,166,49
360,699,675,221,49,188
675,221,404,695,188,45
404,695,691,273,45,193
691,273,619,573,193,22
619,573,693,284,22,194
693,284,28,489,194,87
28,489,1,317,87,103
1,317,221,675,103,62
221,675,518,43,62,166
518,43,447,686,166,41
447,686,162,54,41,132
162,54,468,679,132,39
468,679,171,48,39,133
171,48,651,171,133,183
651,171,162,54,183,132
162,54,102,597,132,75
102,597,573,80,75,172
573,80,699,328,172,198
699,328,645,537,198,18
645,537,700,350,18,0
700,350,126,619,0,72
126,619,181,43,72,134
181,43,54,537,134,82
54,537,200,33,82,136
200,33,317,698,136,53
317,698,651,171,53,183
651,171,295,695,183,55
295,695,221,24,55,138
221,24,528,651,138,33
528,651,262,10,33,142
262,10,426,8,142,157
426,8,17,241,157,110
17,241,200,666,110,64
200,666,20,231,64,111
20,231,48,528,111,83
48,528,48,171,83,117
48,171,10,437,117,92
10,437,597,102,92,175
597,102,94,589,175,76
94,589,639,546,76,19
639,546,66,144,19,120
66,144,2,306,120,104
2,306,28,489,104,87
28,489,10,262,87,108
10,262,38,508,108,85
38,508,181,43,85,134
181,43,144,633,134,70
144,633,191,38,70,135
191,38,252,686,135,59
252,686,241,17,59,140
241,17,528,651,140,33
528,651,458,17,33,160
458,17,87,581,160,77
87,581,699,328,77,198
699,328,458,682,198,40
458,682,135,73,40,129
135,73,221,675,129,62
221,675,645,537,62,18
645,537,700,350,18,0
700,350,651,528,0,17
651,528,339,0,17,149
339,0,564,626,149,29
564,626,4,295,29,105
4,295,639,153,105,181
639,153,273,691,181,57
273,691,671,210,57,187
671,210,349,700,187,50
349,700,24,478,50,88
24,478,700,350,88,0
700,350,651,528,0,17
651,528,699,371,17,2
699,371,126,80,2,128
126,80,181,656,128,66
181,656,118,87,66,127
118,87,262,10,127,142
262,10,426,8,142,157
426,8,626,564,157,21
626,564,693,284,21,194
693,284,633,555,194,20
633,555,153,639,20,69
153,639,546,60,69,169
546,60,4,404,169,95
4,404,619,126,95,178
619,126,284,693,178,56
284,693,645,162,56,182
645,162,10,262,182,108
10,262,110,94,108,126
110,94,686,252,126,191
686,252,597,102,191,175
597,102,695,295,175,195
695,295,447,686,195,41
447,686,679,231,41,189
679,231,54,537,189,82
54,537,489,28,82,163
489,28,80,573,163,78
80,573,689,262,78,192
689,262,612,581,192,23
612,581,633,144,23,180
633,144,73,564,180,79
73,564,54,162,79,118
54,162,48,528,118,83
48,528,60,153,83,119
60,153,20,468,119,89
20,468,528,48,89,167
528,48,191,661,167,65
191,661,656,518,65,16
656,518,339,0,16,149
339,0,24,221,149,112
24,221,447,13,112,159
447,13,210,28,159,137
210,28,468,20,137,161
468,20,33,200,161,114
33,200,546,639,114,31
546,639,284,6,31,144
284,6,699,371,144,2
699,371,651,528,2,17
651,528,4,295,17,105
4,295,33,499,105,86
