x1,y1,x2,y2,index1,index2
10,262,102,102,108,125
102,102,8,273,125,107
8,273,28,489,107,87
28,489,564,73,87,171
564,73,252,13,171,141
252,13,181,656,141,66
181,656,489,28,66,163
489,28,262,10,163,142
262,10,518,43,142,166
518,43,447,686,166,41
447,686,679,231,41,189
679,231,415,693,189,44
415,693,328,0,44,148
328,0,478,675,148,38
478,675,693,284,38,194
693,284,499,666,194,36
499,666,695,295,36,195
695,295,589,94,195,174
589,94,231,679,174,61
231,679,262,10,61,142
262,10,518,43,142,166
518,43,468,679,166,39
468,679,691,273,39,193
691,273,489,671,193,37
489,671,693,284,37,194
693,284,499,666,194,36
499,666,695,295,36,195
695,295,66,144,195,120
66,144,573,80,120,172
573,80,43,518,172,84
43,518,10,262,84,108
10,262,273,691,108,57
273,691,162,54,57,132
162,54,682,241,132,190
682,241,458,682,190,40
458,682,689,262,40,192
689,262,262,689,192,58
262,689,360,0,58,151
360,0,20,231,151,111
20,231,60,546,111,81
